ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN00000346;BCC;Metrics. Reported. Quantity;A quantity being reported for these metrics.;;;;Metrics;;Reported;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000347;BCC;Metrics. Type. Code;A code specifying a type of metric.;;;;Metrics;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000348;BCC;Metrics. Measured. Percent;A percentage measurement of one object as part of another object for this specific metric or set of metrics.;;;;Metrics;;Measured;;Percent;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000349;BCC;Metrics. Average. Quantity;An average quantity for these metrics.;;;;Metrics;;Average;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000772;BCC;Metrics. Origin. Quantity;A quantity by origin for these metrics.;;;;Metrics;;Origin;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000773;BCC;Metrics. Production. Quantity;A production quantity for these metrics.;;;;Metrics;;Production;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000774;BCC;Metrics. Total. Quantity;A total quantity for these metrics.;;;;Metrics;;Total;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000775;BCC;Metrics. Used. Quantity;A quantity used for these metrics.;;;;Metrics;;Used;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000776;BCC;Metrics. Product Type. Code;A code specifying a type of product for these metrics.;;;;Metrics;;Product Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002177;ACC;Monetary Allocation. Details;The terms and conditions by which monetary amounts are assigned or distributed, such as an insurance or income revenue scheduled provision.;;;;Monetary Allocation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002178;BCC;Monetary Allocation. Local Currency. Amount;The monetary value in the local currency for this monetary allocation.;;;;Monetary Allocation;;Local Currency;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002179;BCC;Monetary Allocation. Period. Numeric;The number of periods from the initial monetary allocation term time reference to the latest period.;;;;Monetary Allocation;;Period;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002180;BCC;Monetary Allocation. Ranking. Numeric;The ranking number for this monetary allocation, such as third allocation out of the twelve allocations.;;;;Monetary Allocation;;Ranking;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002181;ASCC;Monetary Allocation. Related. Period;The monetary allocation periodic time frame.;;;;Monetary Allocation;;Related;;;;;Period;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002183;ACC;Monetary Instalment. Details;The arrangement of the payment of a sum of money in fixed proportions at fixed times.;;;;Monetary Instalment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002184;BCC;Monetary Instalment. Payment. Amount;The monetary value of a payment for this monetary instalment.;;;;Monetary Instalment;;Payment;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002185;BCC;Monetary Instalment. Due Date. Date Time;The date, time, date time, or other date time value when this instalment is due.;;;;Monetary Instalment;;Due Date;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002186;BCC;Monetary Instalment. Ranking. Numeric;The ranking number for this instalment, such as third instalment out twelve instalments.;;;;Monetary Instalment;;Ranking;;Numeric;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001289;ACC;Monetary Summation. Details;A collection of monetary amount totals.;;;;Monetary Summation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001290;BCC;Monetary Summation. Line Total. Amount;A monetary value of the total of all line amounts being reported in this monetary summation.;;;;Monetary Summation;;Line Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001291;BCC;Monetary Summation. Charge Total. Amount;A monetary value of the total of all charge amounts being reported in this monetary summation.;;;;Monetary Summation;;Charge Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001292;BCC;Monetary Summation. Allowance Total. Amount;A monetary value of the total of all allowance amounts being reported in this monetary summation.;;;;Monetary Summation;;Allowance Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001293;BCC;Monetary Summation. Tax Basis Total. Amount;A monetary value of the total of all tax basis amounts being reported in this monetary summation.;;;;Monetary Summation;;Tax Basis Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001294;BCC;Monetary Summation. Tax Total. Amount;A monetary value of the total of all tax amounts being reported in this monetary summation.;;;;Monetary Summation;;Tax Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001295;BCC;Monetary Summation. Rounding. Amount;A monetary value of a rounding amount being applied to an amount reported in this monetary summation.;;;;Monetary Summation;;Rounding;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001296;BCC;Monetary Summation. Grand Total. Amount;A monetary value of the grand total of the monetary summation, to include addition and subtraction of individual summation amounts.;;;;Monetary Summation;;Grand Total;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001297;BCC;Monetary Summation. Information. Amount;A monetary value of an amount being reported for information in this monetary summation.;;;;Monetary Summation;;Information;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002646;ACC;Monetary Transfer. Details;The movement of money, such as a transfer between financial accounts.;;;;Monetary Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002647;BCC;Monetary Transfer. Specified. Amount;A monetary value specified for this monetary transfer.;;;;Monetary Transfer;;Specified;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002648;BCC;Monetary Transfer. Currency. Code;The code specifying a currency for this monetary transfer when different from the currency of the debtor's account.;;;;Monetary Transfer;;Currency;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002649;BCC;Monetary Transfer. Charge Bearer. Code;The code specifying the charge bearer of this monetary transfer.;;;;Monetary Transfer;;Charge Bearer;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002650;ASCC;Monetary Transfer. Rate. Currency Exchange;The rate of the currency exchange for this monetary transfer.;;;;Monetary Transfer;;Rate;;;;;Currency Exchange;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001298;ACC;Note. Details;A textual or coded description, such as a remark or additional information.;;;;Note;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001299;BCC;Note. Subject. Text;The subject, expressed as text, of this note.;;;;Note;;Subject;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001300;BCC;Note. Content. Code;A code specifying the content of this note.;;;;Note;;Content;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001018;BCC;Note. Content. Text;Content, expressed as text, of a note.;;;;Note;;Content;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001017;BCC;Note. Subject. Code;The code specifying the subject of this note.;;;;Note;;Subject;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001404;BCC;Note. Identification. Identifier;A unique identifier for this note.;;;;Note;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001405;BCC;Note. Name. Text;A name, expressed as text, for this note.;;;;Note;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001406;BCC;Note. Creation. Date Time;The date, time, date time, or other date time value for the creation of this note.;;;;Note;;Creation;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000050;ACC;Organization. Details;An organized structure set up for a particular purpose, such as a business, government body, department, charity, or financial institution.;;;;Organization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000057;BCC;Organization. Business Type. Code;A code specifying the nature of the type of business of the organization.;;;;Organization;;Business Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000056;BCC;Organization. Legal Classification. Code;The code specifying the legal classification of this organization such as those representing Incorporated (Inc), limited liability corporation (LLC) or non-profit.;;;;Organization;;Legal Classification;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000055;BCC;Organization. Tax Registration. Identifier;A unique tax registration identifier assigned to an organization for the purpose of collecting taxes.  In the US, this could be the Federal Employer Identification Number (FEIN), in the EU this could be the Value Added Tax (VAT) Registration Number.;;;;Organization;;Tax Registration;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000054;BCC;Organization. Name. Text;A name, expressed as text, of this organization.;;;;Organization;;Name;;Text;;;;Company Name;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000053;BCC;Organization. Identification. Identifier;A unique identifier for this organization.;;;;Organization;;Identification;;Identifier;;;;Tenderer Qualifier;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000225;BCC;Organization. Description. Text;A textual description of this organization.;;;;Organization;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000222;BCC;Organization. District. Identifier;A unique identifier of the district area regarded as a geographic or administrative unit within which this organization operates.;;;;Organization;;District;;Identifier;;;;Office District;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000906;BCC;Organization. Contact Required. Indicator;The indication of whether or not a contact is required for this organization.;;;;Organization;;Contact Required;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002638;BCC;Organization. Trade Mark. Text;A trade mark, expressed as text, for an organization.;;;;Organization;;Trade Mark;;Text;;;;;France: Used in exchanged data related to registered enterprises;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002639;BCC;Organization. Abbreviated Name. Text;An abbreviated name, expressed as text, for an organization.;;;;Organization;;Abbreviated Name;;Text;;;;;France: Used in exchanged data related to registered enterprises, administration bodies,etc.;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002640;BCC;Organization. Type. Code;A code specifying a type of organization.;;;;Organization;;Type;;Code;;;;;France: Used in exchanged data related to administration bodies with sub-divisions;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002641;BCC;Organization. Function. Code;A code specifying a function of an organization.;;;;Organization;;Function;;Code;;;;;France: Used in exchanged data related to competence or jurisdiction of administration bodies;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002498;BCC;Organization. Established. Date Time;The date, time, date time, or other date time value when the organization was established.;;;;Organization;;Established;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002499;BCC;Organization. Trust Type. Code;The code specifying the type of trust for the organization.;;;;Organization;;Trust Type;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002501;BCC;Organization. Owner. Quantity;The number of owners of the organization.;;;;Organization;;Owner;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002502;BCC;Organization. DBA Name. Text;The DBA (Doing Business As) name of the organization, expressed as text.;;;;Organization;;DBA Name;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002503;BCC;Organization. Trading Business Name. Text;The trading business name of the organization, expressed as text.;;;;Organization;;Trading Business Name;;Text;;;;TBA Name;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002504;BCC;Organization. Division Name. Text;The name of a division of the organization, expressed as text.;;;;Organization;;Division Name;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002505;BCC;Organization. Organizational Unit. Identifier;The unique identifier of an organizational unit within an organization.;;;;Organization;;Organizational Unit;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002506;BCC;Organization. Organizational Unit Function. Code;The code specifying the function of the organizational unit.;;;;Organization;;Organizational Unit Function;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002507;BCC;Organization. Profit Objective. Code;The code specifying the profit objective for the organization.;;;;Organization;;Profit Objective;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002508;BCC;Organization. Dissolved. Date Time;The date, time, date time or other date time value when the organization was legally dissolved or went out of business.;;;;Organization;;Dissolved;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002509;BCC;Organization. Publicly Traded. Indicator;The indication of whether or not the organization is publicly traded.;;;;Organization;;Publicly Traded;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002510;BCC;Organization. Tax Exempt. Indicator;The indication of whether or not this organization is exempt from tax, such as from US federal tax or VAT.;;;;Organization;;Tax Exempt;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002511;BCC;Organization. Business Duration. Measure;The measure of the period of time that this organization has been in business.;;;;Organization;;Business Duration;;Measure;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002512;BCC;Organization. Active. Indicator;The indication of whether or not the organization is currently active.;;;;Organization;;Active;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002513;BCC;Organization. Operations Scope. Code;The code specifying the scope of operations for this organization.;;;;Organization;;Operations Scope;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002514;BCC;Organization. Operations Description. Text;The textual description of the operations performed by this organization.;;;;Organization;;Operations Description;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002515;BCC;Organization. Domestic Location. Quantity;The number of domestic locations for the organization.;;;;Organization;;Domestic Location;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002516;BCC;Organization. Foreign Location. Quantity;The number of foreign locations for the organization.;;;;Organization;;Foreign Location;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002517;BCC;Organization. Members And Managers. Quantity;The number of members and managers in the organization.;;;;Organization;;Members and Managers;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002518;BCC;Organization. Company Merger. Date Time;The date, time, date time or other date time value when the organization merged with another company to form the current organization.;;;;Organization;;Company Merger;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002519;BCC;Organization. Merged Company Name. Text;The merged company name, expressed as text, for this orgnaization.;;;;Organization;;Merged Company Name;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002520;BCC;Organization. Company Name Change. Date Time;The date, time, date time or other date time value when the organization changed from its previous name to its current name.;;;;Organization;;Company Name Change;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002521;BCC;Organization. Previous Name. Text;The previous name of the organization, expressed as text.;;;;Organization;;Previous Name;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002522;BCC;Organization. Broker Relationship. Date Time;The date, time, date time or other date time value when the organization first established a relationship with its broker.;;;;Organization;;Broker Relationship;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000066;ASCC;Organization. Authorized. Registration;Authorized registration information for this organization.;;;;Organization;;Authorized;;;;;Registration;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000063;ASCC;Organization. Primary. Contact;A primary contact information for this organization.;;;;Organization;;Primary;;;;;Contact;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000061;ASCC;Organization. Subordinate. Organization;An organization subordinate to this organization.;;;;Organization;;Subordinate;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000052;ASCC;Organization. Postal. Address;A postal address for this organization.;;;;Organization;;Postal;;;;;Address;Mailing Address;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000206;ASCC;Organization. Physical. Location;A physical location for this organization.;;;;Organization;;Physical;;;;;Location;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000907;ASCC;Organization. Designated. Contact;Information for a designated contact within this organization.;;;;Organization;;Designated;;;;;Contact;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002523;ASCC;Organization. Specified. VAT Registration;The VAT (Value Added Tax) registration information specified for this organization.;;;;Organization;;Specified;;;;;VAT Registration;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002524;ASCC;Organization. Internal Unit. Organization;An internal unit within this organization.;;;;Organization;;Internal Unit;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002525;ASCC;Organization. Company Branch. Organization;A company branch of this organization.;;;;Organization;;Company Branch;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002526;ASCC;Organization. Field Office. Organization;A field office of this organization.;;;;Organization;;Field Office;;;;;Organization;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002527;ASCC;Organization. Specified. Employee Count;An employee count specified for this organization.;;;;Organization;;Specified;;;;;Employee Count;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002528;ASCC;Organization. Operating Under Present Name. Period;The period during which the organization has been operating under its present name.;;;;Organization;;Operating Under Present Name;;;;;Period;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002529;ASCC;Organization. Operating. Period;The period during which the organization has actually been operating.;;;;Organization;;Operating;;;;;Period;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001896;ACC;Package. Details;Any self-contained wrapping or container within which goods can be contained, such as a box or a barrel which can be filled, partially filled or empty.;;;;Package;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001897;BCC;Package. Item. Quantity;A quantity of packages within this packaging.;;;;Package;;Item;;Quantity;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001898;BCC;Package. Gross Weight. Measure;A measure of the gross weight (mass) of this package and its contents.;;;;Package;;Gross Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001899;BCC;Package. Net Weight. Measure;A measure of the net weight (mass) of the contents of this package.;;;;Package;;Net Weight;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001900;BCC;Package. Gross Volume. Measure;A measure of the gross volume of this package.;;;;Package;;Gross Volume;;Measure;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002074;BCC;Package. Level. Code;The code specifying the level of this package.;;;;Package;;Level;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002075;BCC;Package. Type. Code;The code specifying the type of package.;;;;Package;;Type;;Code;;;;Reference UN Recommendation 21;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002076;BCC;Package. Type. Text;The type of package, expressed as text.;;;;Package;;Type;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001901;ASCC;Package. Physical. Shipping Marks;Physical shipping marks and barcode information for this package.;;;;Package;;Physical;;;;;Shipping Marks;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001902;ASCC;Package. Included. Trade Line Item;A trade line item included in this package.;;;;Package;;Included;;;;;Trade Line Item;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001903;ASCC;Package. Linear. Dimension;A linear dimension or a set of linear dimensions of this package.;;;;Package;;Linear;;;;;Dimension;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001904;ASCC;Package. Associated. Document;A document, such as a packing list or despatch advice, associated with this package.;;;;Package;;Associated;;;;;Document;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001905;ASCC;Package. Used. Packaging;Packaging used for this package.;;;;Package;;Used;;;;;Packaging;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001906;ACC;Packaging. Details;Any wrapping or containment, such as a box or a barrel, of goods.;;;;Packaging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001907;BCC;Packaging. Sequence. Numeric;A sequence number for this packaging.;;;;Packaging;;Sequence;;Numeric;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001908;BCC;Packaging. Level. Code;The code specifying the level of this packaging.;;;;Packaging;;Level;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001909;BCC;Packaging. Type. Code;The code specifying the type of packaging.;;;;Packaging;;Type;;Code;;;;Reference UN Recommendation 21;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001910;BCC;Packaging. Type. Text;The type of packaging, expressed as text.;;;;Packaging;;Type;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001911;BCC;Packaging. Description. Text;A textual description of this packaging.;;;;Packaging;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001912;BCC;Packaging. Information. Text;Information, expressed as text, for this packaging.;;;;Packaging;;Information;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001913;ASCC;Packaging. Linear. Dimension;A linear dimension or a set of linear dimensions of this packaging.;;;;Packaging;;Linear;;;;;Dimension;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001914;ASCC;Packaging. Contained. Package;A package contained in this packaging.;;;;Packaging;;Contained;;;;;Package;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002274;ACC;Parameter. Details;A feature that is fixed for the case in question but may be different in other cases.;;;;Parameter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002275;BCC;Parameter. Identification. Identifier;The unique identifier of this parameter.;;;;Parameter;;Identification;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002276;BCC;Parameter. Value. Text;The value, expressed as text, of this parameter.;;;;Parameter;;Value;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002530;ACC;Party Group. Details;A collection of individuals, such as a group of similar employees, a group of drivers, a group of homeowners, or a travel group.;;;;Party Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002531;BCC;Party Group. Description. Text;The textual description of the party group.;;;;Party Group;;Description;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002532;BCC;Party Group. Effective. Date Time;The date, time, date time or other date time value that the party group became effective.;;;;Party Group;;Effective;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002533;BCC;Party Group. Full Name. Text;The full name of the party group, expressed as text.;;;;Party Group;;Full Name;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
